1,0.391,0.48726,0.12173,103.33
0,0.35955,0.48244,0.15801,116.67
1,0.35955,0.48244,0.15801,116.67
1,0.37565,0.48617,0.13818,110
0,0.32675,0.46758,0.20567,130
1,0.41806,0.48161,0.10033,90
1,0.43839,0.46644,0.095164,76.667
1,0.391,0.48726,0.12173,103.33
1,0.391,0.48726,0.12173,103.33
1,0.4456,0.45592,0.098475,70
1,0.43839,0.46644,0.095164,76.667
1,0.42917,0.4751,0.095726,83.333
1,0.40525,0.48572,0.10903,96.667
1,0.42917,0.4751,0.095726,83.333
1,0.42917,0.4751,0.095726,83.333
1,0.391,0.48726,0.12173,103.33
0,0.35955,0.48244,0.15801,116.67
0,0.32675,0.46758,0.20567,130
1,0.41806,0.48161,0.10033,90
1,0.4456,0.45592,0.098475,70
1,0.43839,0.46644,0.095164,76.667
0,0.34312,0.47618,0.1807,123.33
0,0.37565,0.48617,0.13818,110
1,0.391,0.48726,0.12173,103.33
1,0.4456,0.45592,0.098475,70
0,0.37565,0.48617,0.13818,110
1,0.4456,0.45592,0.098475,70
0,0.34312,0.47618,0.1807,123.33
0,0.32675,0.46758,0.20567,130
1,0.43839,0.46644,0.095164,76.667
1,0.41806,0.48161,0.10033,90
1,0.43839,0.46644,0.095164,76.667
1,0.40525,0.48572,0.10903,96.667
0,0.37565,0.48617,0.13818,110
0,0.32675,0.46758,0.20567,130
1,0.42917,0.4751,0.095726,83.333
0,0.35955,0.48244,0.15801,116.67
1,0.4456,0.45592,0.098475,70
0,0.34312,0.47618,0.1807,123.33
0,0.37565,0.48617,0.13818,110
0,0.35955,0.48244,0.15801,116.67
0,0.34312,0.47618,0.1807,123.33
1,0.41806,0.48161,0.10033,90
1,0.40525,0.48572,0.10903,96.667
0,0.34312,0.47618,0.1807,123.33
1,0.42917,0.4751,0.095726,83.333
1,0.40525,0.48572,0.10903,96.667
1,0.40525,0.48572,0.10903,96.667
0,0.32675,0.46758,0.20567,130
1,0.41806,0.48161,0.10033,90
