380,1.20924E-05,3.51586E-06,2.26071E-05,7.31036E-05,0.000239594,0.000681849,0.001388551,0.002128307,0,0,0.0020894,0,0.010406014,0.000246982,0.00911012,5.86488E-06,0.011075604,8.44809E-06,1.65525E-05,3.04616E-05,3.54628E-05,0.000757172,0.001266366,6.75196E-05,8.372E-05,0.000564535,0.006825555,0.001000472,0.001752063,0.000669336,6.87966E-05,0.000532407,0.002877789,0,0,5.97982E-06,1.86833E-05,5.69638E-05,0.000255773,0.00036327,0.000393915,0.00146697,0.002045662,0.001396473,0.008492071,0.003572331,0.000417356,0.010024048,0,0.000635732,0.007291562,0.002152476
381,8.14345E-06,6.13258E-07,6.2242E-05,0,5.24239E-05,0.000137401,0.000657294,0.003024856,0,0,0.003216098,0,0.006202697,0.002561395,0.015789085,0.000110505,0.01036105,9.11649E-06,6.96417E-06,1.7399E-05,5.14183E-05,0.000576491,0.001295003,7.86299E-05,0.000294422,0.001874763,0.002428179,0.000914353,0.003112876,0.001479572,1.60902E-05,0.001415554,0.004455569,4.57102E-05,4.57102E-05,6.19524E-07,1.72122E-05,4.4723E-05,0.000317624,0.00046979,7.8182E-05,0.000798944,0.000677549,0.00049681,0.0051661,0.01113082,0.001026743,0.007133267,0,0.002242688,0.005092423,0
382,7.96197E-06,7.4958E-07,7.24986E-05,3.54753E-05,4.51444E-05,0.000128435,0.000374619,0.003423032,0.000221565,0.000579167,0.003148897,0.000466615,0.0024108,0.003082793,0.015768408,0.000145406,0.01006247,9.04628E-06,2.04384E-06,1.98233E-05,4.87704E-05,0.000432373,0.001132212,7.7366E-07,0.000237789,0.002621523,0,0.000816853,0.002985839,0.001597642,0.000305458,0.001601632,0.005056319,0.000442577,0.000442577,1.2937E-06,1.6216E-05,3.32993E-05,0.000307935,0.000450081,5.76023E-05,0.000289225,0,0,0.002964292,0.01285328,0.00142681,0.007313686,0.000587205,0.003767296,0.002677779,0.00191213
383,1.18489E-05,3.93845E-06,4.45598E-05,0.000171382,0.000274069,0.000702545,0.000718916,0.003337372,0.000269006,0.00226358,0.001710384,0.000487119,0.000719044,0.000823331,0.008415112,6.34039E-08,0.010530845,7.83539E-06,4.64491E-06,4.04578E-05,7.96761E-06,0.000385826,0.000903605,0,0,0.002297504,0,0.000779093,0.000810188,0.000873394,0.000911334,0.000833017,0.004306854,0.001010575,0.001010575,7.89253E-06,1.61177E-05,2.77357E-05,0.000224951,0.000263703,0.000356266,9.69412E-05,0,0,0.002929478,0.006559119,0.001454265,0.01076045,0.002145498,0.004435046,0.001063799,0.009546802
384,1.49454E-05,7.0504E-06,1.78648E-05,0.000252692,0.00049345,0.001266562,0.001009061,0.003054885,0.000166863,0.003050238,0.000199679,0.000312056,0.000307973,0.000135563,0.000781532,0.00011265,0.011931931,6.70931E-06,9.08676E-06,5.83048E-05,1.39443E-06,0.00032382,0.000852928,4.72584E-06,0.000186463,0.00157681,4.58172E-05,0.000759587,3.31702E-05,0.000183287,0.00147617,0.000170504,0.003127187,0.002770087,0.002770087,1.31051E-05,1.49725E-05,3.184E-05,0.000166724,9.48712E-05,0.000656085,0.000331754,0.000592304,4.6745E-05,0.003076004,0.000554913,0.001238837,0.01225345,0.004301618,0.003905153,0.000326479,0.01500122
385,1.40579E-05,7.93101E-06,2.2334E-05,0.00018144,0.000527218,0.001410641,0.000759401,0.002835733,0,0.002058159,0,0.000320094,0.00036099,0.00397323,0,0.000765046,0.01437628,6.7833E-06,1.10813E-05,5.90671E-05,7.86655E-05,0.00017431,0.001143459,0.000464786,0.002194124,0.001065422,0.000323401,0.000742405,0.003000478,0.000228714,0.001750518,0.000415655,0.002321164,0.0062629,0.0062629,1.19061E-05,1.18218E-05,4.74934E-05,0.000205514,8.2437E-05,0.000735769,0.001019495,0.001554796,2.88559E-05,0.001972145,0.001063349,0.000939894,0.008410466,0.007197876,0.002245503,0.000364877,0.013320346
386,1.09741E-05,7.34055E-06,4.23004E-05,4.79491E-05,0.000427596,0.001301506,0.000234842,0.002385765,0,0.000493448,0,0.000357544,0.000396996,0.008357706,0,0.001408662,0.01552571,7.62063E-06,1.12949E-05,4.85393E-05,0.000174066,3.09067E-05,0.001453014,0.000919356,0.004841865,0.000799022,0.000184551,0.00073134,0.006703312,0.00095142,0.00165716,0.001158277,0.00175469,0.008923684,0.008923684,7.00496E-06,8.24158E-06,6.21393E-05,0.000272266,0.000148679,0.000678214,0.001699793,0.002255097,0.000194093,0.000498597,0.004758363,0.000669405,0.002387117,0.009045179,0.000798647,0.000476767,0.007963645
387,9.25212E-06,7.00487E-06,5.0927E-05,0,0.000323832,0.001290737,0,0.001390154,0.000444269,0.000193425,0.00038766,0.000150406,7.99299E-05,0.007554892,0.001017814,0.001286836,0.012828668,8.60781E-06,1.19673E-05,3.95863E-05,0.000191484,4.20392E-05,0.001364818,0.000883694,0.006629984,0.000716529,5.85721E-05,0.00075936,0.006746562,0.002077525,0.001212745,0.001684883,0.001164262,0.007491311,0.007491311,3.59599E-06,6.98671E-06,6.05967E-05,0.000267156,0.000163923,0.000663978,0.001798913,0.002064964,0.000993553,0.000263757,0.005848712,0.000572131,0,0.007696491,0.001347619,0,0.005050256
388,9.15498E-06,7.21964E-06,4.63625E-05,5.87885E-05,0.000296726,0.001376677,0,0.000272238,0.001154141,0.001226876,0.000871426,0,0,0.002484777,0.002002126,0.000536986,0.007149793,9.73025E-06,1.3308E-05,3.48995E-05,0.000122491,0.00019239,0.000924148,0.000399542,0.006880714,0.000731635,7.77046E-05,0.00078995,0.003112225,0.003012629,0.000589404,0.002063257,0.000541311,0.002927091,0.002927091,3.8035E-06,8.08274E-06,4.44055E-05,0.000186166,0.000112129,0.000701705,0.001376719,0.001190482,0.002095539,0.001492624,0.00318925,0.000746053,0.001469916,0.003934262,0.003589035,0,0.005592745
389,7.76132E-06,6.88536E-06,5.02441E-05,0.000126485,0.000380985,0.001213628,3.48523E-05,0.000169817,0.001454837,0.001964554,0.000954757,0.000397898,0.000445058,0.00044322,0.003066851,0.000153257,0.002622524,1.14767E-05,1.35186E-05,2.73755E-05,4.18917E-05,0.000307963,0.000614915,1.25327E-05,0.005650283,0.000726231,9.45757E-05,0.00071491,0,0.002822991,0.000112001,0.00309076,0.000117663,0.000250271,0.000250271,6.84204E-06,8.89409E-06,3.09335E-05,0.000115887,8.46367E-05,0.000632626,0.001093656,0.000636982,0.002398204,0.003077568,3.2804E-05,0.001239646,0.006474867,0.001353021,0.005187791,0.000601394,0.00572443
