380,5.57197E-06,2.00733E-06,4.71517E-07,0,3.67168E-06,2.94056E-06,1.55794E-05,2.16587E-05,7.80153E-07,2.00517E-05,0,7.35331E-06,2.9969E-05,6.77819E-07,2.24383E-05,1.57656E-05,0,4.1696E-06,0,1.30453E-06,4.0285E-07,2.70196E-06,3.29556E-05,2.98261E-05,1.81254E-05,2.73384E-05,1.58562E-05,1.9576E-05,2.56321E-05,0,2.93151E-05,2.15696E-05,2.3872E-05,3.03257E-05,1.42227E-07,8.07618E-07,1.75316E-06,9.29875E-07,7.8897E-06,3.61201E-06,1.37163E-05,1.8183E-05,1.43501E-05,1.99534E-05,1.39605E-05,4.11072E-05,3.04317E-05,1.92606E-06,5.85395E-06,1.39875E-05,7.81357E-06
381,4.39342E-06,4.02222E-06,0,0,6.41806E-07,1.59255E-07,6.37723E-06,8.14361E-06,4.87963E-07,3.26153E-05,1.20473E-09,8.03828E-06,3.94563E-05,1.15087E-05,3.46115E-05,3.80947E-05,0,4.28083E-06,0,1.64795E-06,3.49836E-08,6.66118E-06,3.29601E-05,2.17781E-05,2.408E-05,1.16147E-05,2.71579E-05,2.84655E-05,2.01175E-05,0,2.49929E-05,7.39968E-06,1.3632E-05,6.05974E-06,4.40548E-07,8.35009E-07,2.11115E-06,2.22054E-06,9.86333E-06,1.48198E-06,1.38191E-05,1.087E-05,1.72405E-05,1.47664E-05,2.21558E-05,1.8592E-05,2.53757E-05,3.01468E-06,1.53329E-05,2.30202E-06,3.71266E-07
382,2.96714E-06,4.67137E-06,2.84164E-07,5.13652E-07,5.14418E-07,8.97965E-07,4.28293E-07,0,2.36208E-07,3.37116E-05,1.32444E-07,1.21494E-05,4.18437E-05,2.58105E-05,3.33963E-05,4.64471E-05,4.02836E-07,3.81981E-06,3.95898E-07,2.13279E-06,1.67303E-08,7.9579E-06,2.52345E-05,1.15606E-05,2.43971E-05,0,2.74817E-05,3.43604E-05,1.62275E-05,7.16802E-06,1.54991E-05,0,4.49083E-06,1.63825E-06,7.75435E-07,5.23559E-07,1.81892E-06,2.53442E-06,9.54375E-06,0,1.33408E-05,7.98065E-06,1.86306E-05,8.23232E-06,2.44753E-05,6.52699E-06,2.1688E-05,1.36061E-06,2.53349E-05,1.09618E-06,1.8395E-06
383,2.01643E-06,3.61406E-06,1.52997E-06,2.11257E-06,3.7389E-06,5.29901E-06,0,0,4.15254E-07,2.13938E-05,0,1.90366E-05,3.67705E-05,3.54936E-05,1.77839E-05,3.69572E-05,0,2.9669E-06,1.76134E-06,2.39686E-06,0,6.44846E-06,1.2736E-05,4.95316E-06,1.9087E-05,0,1.29739E-05,3.63137E-05,1.76947E-05,3.34482E-05,4.43893E-06,1.55267E-06,3.60136E-07,1.64965E-05,1.05928E-06,0,9.221E-07,1.67364E-06,6.91009E-06,0,1.26376E-05,1.1168E-05,1.57163E-05,2.52201E-06,2.04573E-05,1.16035E-05,2.26701E-05,0,3.38501E-05,8.52258E-06,1.02214E-05
384,1.27949E-06,2.47592E-06,2.36776E-06,2.85041E-06,6.39475E-06,8.66555E-06,0,1.49379E-06,2.77838E-07,1.32339E-05,5.89767E-09,2.47012E-05,2.63707E-05,3.32877E-05,1.40927E-06,2.20179E-05,4.98369E-08,2.43229E-06,2.43199E-06,2.37238E-06,1.00265E-08,6.08293E-06,5.40643E-06,5.33786E-06,1.19102E-05,0,6.76392E-07,3.49165E-05,2.22582E-05,5.02521E-05,7.55126E-08,8.58727E-06,1.70584E-07,3.44705E-05,1.20727E-06,0,5.71271E-07,5.96891E-07,4.34718E-06,0,1.22064E-05,1.33107E-05,9.71848E-06,1.28002E-07,1.74528E-05,1.95165E-05,2.53217E-05,3.08013E-06,3.80105E-05,1.67314E-05,1.50108E-05
385,5.92244E-07,2.54746E-06,2.01425E-06,2.04605E-06,5.64844E-06,7.86942E-06,2.55824E-06,8.55201E-06,0,2.18113E-05,4.38681E-06,2.6778E-05,1.35806E-05,1.69071E-05,0,1.25342E-05,6.25963E-06,2.72117E-06,1.74681E-06,2.11846E-06,1.88155E-07,9.715E-06,1.00046E-05,1.39852E-05,6.10208E-06,1.18903E-05,3.09099E-06,3.15099E-05,2.79545E-05,4.48026E-05,7.60459E-06,1.46919E-05,2.22896E-06,4.39488E-05,1.2071E-06,8.97237E-07,1.5396E-06,6.81143E-08,3.7727E-06,2.27927E-06,1.27198E-05,9.45307E-06,2.63633E-06,2.53504E-06,2.11964E-05,1.93151E-05,2.73409E-05,1.74368E-05,3.67041E-05,2.00149E-05,9.52462E-06
386,3.52165E-07,3.2644E-06,9.86001E-07,5.67768E-07,2.39551E-06,5.33115E-06,5.28121E-06,1.55668E-05,0,3.45251E-05,8.1913E-06,2.56237E-05,2.90616E-06,1.24539E-06,0,1.10016E-05,1.7769E-05,3.07642E-06,4.6876E-07,1.82336E-06,3.72492E-07,1.40779E-05,1.90465E-05,2.22947E-05,1.80552E-06,2.61401E-05,1.18672E-05,2.55671E-05,3.06594E-05,2.58116E-05,1.89342E-05,1.65208E-05,2.40541E-06,4.53083E-05,1.16443E-06,2.0558E-06,2.75555E-06,0,4.63722E-06,5.24506E-06,1.38858E-05,2.70205E-06,0,7.13741E-06,2.74595E-05,1.26741E-05,2.58656E-05,3.12904E-05,3.01078E-05,1.76553E-05,1.40347E-06
387,1.14518E-06,3.65431E-06,2.18619E-07,0,0,5.16878E-06,6.89337E-06,2.01013E-05,1.96217E-06,3.27043E-05,5.89952E-06,2.31646E-05,1.90301E-07,6.58558E-06,4.15072E-06,1.84105E-05,3.31815E-05,2.50705E-06,0,1.77962E-06,3.66693E-07,1.44726E-05,2.159E-05,1.94396E-05,0,3.40796E-05,1.33576E-05,1.73057E-05,2.64518E-05,9.3051E-06,2.25487E-05,1.17511E-05,0,4.31166E-05,1.24635E-06,2.36158E-06,2.68934E-06,4.2572E-08,5.88099E-06,7.59709E-06,1.55496E-05,0,3.98304E-06,1.02797E-05,2.99354E-05,5.41589E-06,1.8825E-05,3.00227E-05,2.01181E-05,1.08729E-05,2.46216E-06
388,2.62859E-06,3.41563E-06,2.60832E-10,0,0,7.67717E-06,7.7356E-06,2.08569E-05,6.81387E-06,1.54958E-05,6.14165E-07,2.25911E-05,4.01633E-06,3.10119E-05,1.09887E-05,3.19096E-05,4.77128E-05,1.09061E-06,0,1.89299E-06,1.78151E-07,1.02369E-05,1.64725E-05,7.60958E-06,0,3.32122E-05,7.0722E-06,8.39328E-06,1.64223E-05,2.24966E-06,1.70331E-05,4.86613E-06,0,4.01616E-05,1.35243E-06,1.75407E-06,1.28636E-06,6.6022E-08,6.65452E-06,8.48546E-06,1.74676E-05,0,1.4727E-05,1.09135E-05,2.72405E-05,2.08965E-06,8.1277E-06,1.42315E-05,1.16131E-05,3.16636E-06,1.32373E-05
389,3.54229E-06,2.86075E-06,9.02792E-09,1.00527E-08,1.86278E-06,9.45608E-06,9.61178E-06,1.74898E-05,1.109E-05,0,3.73788E-06,2.82274E-05,5.94525E-06,5.10567E-05,1.21468E-05,4.46253E-05,5.29106E-05,0,0,1.68686E-06,8.96726E-09,4.51669E-06,1.17616E-05,1.47444E-06,4.61392E-06,2.6087E-05,5.02892E-06,1.90482E-06,6.43919E-06,3.14026E-06,1.05141E-05,6.93965E-06,3.00398E-06,3.74047E-05,1.11749E-06,1.13036E-06,0,0,6.24603E-06,7.32326E-06,1.91918E-05,2.17039E-07,1.99435E-05,1.03896E-05,2.25172E-05,6.12411E-06,0,0,1.23763E-05,3.08924E-07,2.33798E-05
