415,1.27E-06,9.90E-07,1.43E-06,1.53E-06,1.99E-06,2.20E-06,2.37E-06,2.75E-06,3.35E-06,1.38E-06,1.09E-06,1.53E-06,1.65E-06,1.74E-06,2.34E-06,2.66E-06,2.92E-06,3.48E-06,1.49E-06,3.91E-06,8.87E-06,1.65E-05,2.78E-05,4.27E-05,6.17E-05,8.62E-05,0.00011359
416,1.38E-06,1.12E-06,1.59E-06,1.69E-06,2.12E-06,2.41E-06,2.57E-06,2.95E-06,3.60E-06,1.48E-06,1.24E-06,1.64E-06,1.80E-06,1.90E-06,2.54E-06,2.86E-06,3.19E-06,3.72E-06,1.54E-06,4.23E-06,9.57E-06,1.78E-05,3.00E-05,4.61E-05,6.67E-05,9.29E-05,0.000122176
417,1.48E-06,1.32E-06,1.79E-06,1.87E-06,2.23E-06,2.64E-06,2.78E-06,3.19E-06,3.83E-06,1.58E-06,1.43E-06,1.76E-06,1.96E-06,2.09E-06,2.71E-06,3.07E-06,3.47E-06,3.97E-06,1.58E-06,4.58E-06,1.03E-05,1.92E-05,3.24E-05,4.98E-05,7.21E-05,9.99E-05,0.000131164
418,1.59E-06,1.56E-06,2.00E-06,2.04E-06,2.33E-06,2.86E-06,3.01E-06,3.47E-06,4.06E-06,1.68E-06,1.65E-06,1.90E-06,2.12E-06,2.30E-06,2.85E-06,3.29E-06,3.75E-06,4.25E-06,1.63E-06,4.96E-06,1.11E-05,2.07E-05,3.49E-05,5.36E-05,7.77E-05,0.000107132,0.00014056
419,1.68E-06,1.80E-06,2.18E-06,2.21E-06,2.44E-06,3.07E-06,3.27E-06,3.78E-06,4.30E-06,1.78E-06,1.87E-06,2.04E-06,2.27E-06,2.52E-06,3.00E-06,3.55E-06,4.03E-06,4.56E-06,1.70E-06,5.36E-06,1.19E-05,2.22E-05,3.74E-05,5.75E-05,8.34E-05,0.000114684,0.000150365
420,1.77E-06,2.00E-06,2.33E-06,2.37E-06,2.58E-06,3.26E-06,3.56E-06,4.11E-06,4.57E-06,1.88E-06,2.06E-06,2.17E-06,2.42E-06,2.75E-06,3.15E-06,3.85E-06,4.32E-06,4.92E-06,1.78E-06,5.79E-06,1.27E-05,2.39E-05,4.00E-05,6.16E-05,8.93E-05,0.000122547,0.000160583
421,1.85E-06,2.15E-06,2.42E-06,2.50E-06,2.75E-06,3.42E-06,3.88E-06,4.45E-06,4.88E-06,1.99E-06,2.20E-06,2.31E-06,2.56E-06,2.98E-06,3.31E-06,4.20E-06,4.63E-06,5.32E-06,1.89E-06,6.25E-06,1.36E-05,2.56E-05,4.27E-05,6.59E-05,9.53E-05,0.000130715,0.000171201
422,1.93E-06,2.26E-06,2.47E-06,2.63E-06,2.96E-06,3.58E-06,4.22E-06,4.81E-06,5.24E-06,2.11E-06,2.31E-06,2.45E-06,2.70E-06,3.21E-06,3.51E-06,4.58E-06,4.96E-06,5.76E-06,2.03E-06,6.71E-06,1.45E-05,2.74E-05,4.55E-05,7.02E-05,0.000101403,0.000139142,0.000182158
423,2.01E-06,2.35E-06,2.53E-06,2.77E-06,3.19E-06,3.76E-06,4.58E-06,5.16E-06,5.63E-06,2.23E-06,2.42E-06,2.59E-06,2.85E-06,3.45E-06,3.75E-06,4.95E-06,5.32E-06,6.21E-06,2.19E-06,7.18E-06,1.55E-05,2.92E-05,4.84E-05,7.47E-05,0.000107626,0.000147779,0.000193387
424,2.11E-06,2.45E-06,2.62E-06,2.94E-06,3.44E-06,3.98E-06,4.94E-06,5.52E-06,6.06E-06,2.37E-06,2.52E-06,2.75E-06,3.03E-06,3.69E-06,4.03E-06,5.31E-06,5.73E-06,6.66E-06,2.37E-06,7.62E-06,1.65E-05,3.10E-05,5.14E-05,7.91E-05,0.000113976,0.000156574,0.000204822
425,2.22E-06,2.57E-06,2.77E-06,3.15E-06,3.70E-06,4.25E-06,5.30E-06,5.86E-06,6.52E-06,2.53E-06,2.65E-06,2.93E-06,3.25E-06,3.93E-06,4.37E-06,5.61E-06,6.20E-06,7.09E-06,2.57E-06,8.04E-06,1.74E-05,3.28E-05,5.44E-05,8.37E-05,0.00012046,0.000165479,0.0002164
426,2.35E-06,2.71E-06,2.97E-06,3.39E-06,3.96E-06,4.57E-06,5.63E-06,6.19E-06,6.99E-06,2.70E-06,2.80E-06,3.12E-06,3.50E-06,4.17E-06,4.74E-06,5.86E-06,6.71E-06,7.49E-06,2.77E-06,8.42E-06,1.83E-05,3.45E-05,5.75E-05,8.81E-05,0.000126907,0.000174245,0.000227786
427,2.50E-06,2.87E-06,3.20E-06,3.64E-06,4.21E-06,4.90E-06,5.94E-06,6.52E-06,7.46E-06,2.86E-06,2.97E-06,3.31E-06,3.76E-06,4.41E-06,5.13E-06,6.09E-06,7.21E-06,7.89E-06,2.97E-06,8.80E-06,1.93E-05,3.61E-05,6.05E-05,9.25E-05,0.000133386,0.000183001,0.000239134
428,2.65E-06,3.02E-06,3.42E-06,3.87E-06,4.45E-06,5.22E-06,6.23E-06,6.86E-06,7.93E-06,3.02E-06,3.13E-06,3.49E-06,4.00E-06,4.62E-06,5.50E-06,6.33E-06,7.67E-06,8.28E-06,3.15E-06,9.19E-06,2.02E-05,3.78E-05,6.36E-05,9.70E-05,0.000139839,0.000191697,0.000250364
429,2.81E-06,3.16E-06,3.60E-06,4.07E-06,4.66E-06,5.47E-06,6.50E-06,7.22E-06,8.36E-06,3.15E-06,3.28E-06,3.63E-06,4.21E-06,4.82E-06,5.83E-06,6.58E-06,8.05E-06,8.68E-06,3.28E-06,9.61E-06,2.12E-05,3.96E-05,6.66E-05,0.00010135,0.000146205,0.000200286,0.000261395
430,2.97E-06,3.27E-06,3.72E-06,4.22E-06,4.84E-06,5.65E-06,6.75E-06,7.60E-06,8.76E-06,3.25E-06,3.41E-06,3.74E-06,4.37E-06,4.98E-06,6.09E-06,6.88E-06,8.33E-06,9.11E-06,3.37E-06,1.01E-05,2.22E-05,4.14E-05,6.95E-05,0.000105708,0.000152428,0.000208713,0.000272152
431,3.13E-06,3.37E-06,3.80E-06,4.34E-06,5.01E-06,5.80E-06,7.00E-06,8.02E-06,9.15E-06,3.34E-06,3.54E-06,3.83E-06,4.50E-06,5.15E-06,6.32E-06,7.24E-06,8.56E-06,9.58E-06,3.44E-06,1.06E-05,2.32E-05,4.35E-05,7.25E-05,0.000110341,0.000158972,0.000217611,0.000283487
432,3.28E-06,3.46E-06,3.87E-06,4.46E-06,5.17E-06,5.93E-06,7.24E-06,8.44E-06,9.52E-06,3.42E-06,3.66E-06,3.92E-06,4.60E-06,5.31E-06,6.53E-06,7.62E-06,8.78E-06,1.01E-05,3.50E-06,1.11E-05,2.43E-05,4.54E-05,7.54E-05,0.000114851,0.000165292,0.000226224,0.000294454
433,3.43E-06,3.55E-06,3.95E-06,4.58E-06,5.33E-06,6.10E-06,7.47E-06,8.83E-06,9.87E-06,3.50E-06,3.78E-06,4.03E-06,4.71E-06,5.49E-06,6.72E-06,8.01E-06,9.02E-06,1.06E-05,3.58E-06,1.16E-05,2.53E-05,4.72E-05,7.82E-05,0.00011918,0.000171329,0.000234462,0.000304975
