1,0.24333,0.33333,0.42333,180
1,0.24394,0.32288,0.43317,186.67
1,0.24576,0.31258,0.44166,193.33
1,0.24876,0.30255,0.44869,200
1,0.25291,0.29294,0.45415,206.67
0,0.25814,0.28388,0.45798,213.33
0,0.26439,0.27548,0.46013,220
0,0.27157,0.26787,0.46056,226.67
0,0.27959,0.26114,0.45927,233.33
0,0.28833,0.25539,0.45628,240
